28-0417228c77ff,2018-01-11 20:41:39.638077,75.9866
28-0417228c77ff,2018-01-11 20:42:02.747704,75.5366
28-0417228c77ff,2018-01-11 20:44:08.018853,73.625
28-0417228c77ff,2018-01-11 20:47:01.570149,72.275
28-0417228c77ff,2018-01-11 20:48:01.693092,71.9366
28-0417228c77ff,2018-01-11 20:49:01.795934,71.7116
28-0417228c77ff,2018-01-11 20:50:01.855193,71.4866
28-0417228c77ff,2018-01-11 20:51:01.933404,71.2616
28-0417228c77ff,2018-01-11 20:52:02.041961,71.15
28-0417228c77ff,2018-01-11 20:53:01.177838,71.0366
28-0417228c77ff,2018-01-11 20:54:01.293420,71.0366
28-0417228c77ff,2018-01-11 20:55:01.374927,71.0366
28-0417228c77ff,2018-01-11 20:56:01.452619,70.925
28-0417228c77ff,2018-01-11 20:57:01.551705,70.925
28-0417228c77ff,2018-01-11 20:58:01.613137,70.925
28-0417228c77ff,2018-01-11 20:59:01.692341,70.925
28-0417228c77ff,2018-01-11 21:00:01.773603,70.8116
28-0417228c77ff,2018-01-11 21:01:01.852533,70.8116
28-0417228c77ff,2018-01-11 21:02:01.956612,70.8116
